num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
2536,US,"Dried blueberry fruit, asphalt, black plums and chocolate sauce aromas show on the nose of this appellation blend by the Rhône specialist. Tart black fruit, tar, fudge and fresh purple flowers show on the palate, an always reliable intro to the popular Central Coast grape.",,89,29,Santa Barbara County,Central Coast,Jaffurs 2013 Syrah (Santa Barbara County),Syrah,Jaffurs,34.4241667,-119.6836111
2541,France,"This is a medium-bodied, spicy rendering of Syrah. Cherries, herbs and spice all mingle easily, while the silky texture is its calling card. Drink now–2023.",d'Ogier,89,20,Vin de France,,Michel & Stéphane Ogier 2012 d'Ogier Syrah (Vin de France),Syrah,Michel & Stéphane Ogier,36.0081365,-78.9332881
2578,US,"Bright aromas of freshly roasted coffee beans, brown stems, dried herbs, purple flowers, mineral and black pepper are followed by ethereally light fruit and savory flavors that focus on elegance. This wine provides plenty of interest but the finish seems a bit clipped. It might lengthen out with aging.",Fred Estate,89,45,Walla Walla Valley (WA),Columbia Valley,àMaurice 2013 Fred Estate Syrah (Walla Walla Valley (WA)),Syrah,àMaurice,46.0872307,-118.2018023
2579,US,"Coming from one of the state's premier Syrah vineyards, this warm-vintage wine seems aromatically quiet, with light aromas of funk, earth, red berries and coffee. Flavors are generous and ripe, with the alcohol occasionally poking out.",Boushey Vineyard,89,45,Yakima Valley,Columbia Valley,àMaurice 2014 Boushey Vineyard Syrah (Yakima Valley),Syrah,àMaurice,46.0872307,-118.2018023
2581,US,"Les Collines and Stone Valley fruit make up 75% of this wine with the rest coming from Seven Hills, Pepper Bridge and Summit View. It offers generous aromas of blueberry puree, dried herbs, red fruit, woodspice, dried flowers and mineral. The flavors bring the same but are more pulled-back than the aromas suggest, with a bit of astringency that holds the wine back.",,89,32,Walla Walla Valley (WA),Columbia Valley,Amavi 2013 Syrah (Walla Walla Valley (WA)),Syrah,Amavi,46.0161505,-118.3837849
2594,Australia,"Made in a superripe, dense, almost fudge-like style, The Ripper tastes like a plummy, chocolaty Christmas cake with slightly coarse tannins on the finish. It's Port-like in flavor, but without the heat from elevated alcohol. Drink it over the next few years.",The Ripper,90,20,Geographe,,Hope Estate 2010 The Ripper Shiraz (Geographe),Shiraz,Hope Estate,-32.7678643,151.3122543
2598,Australia,"An easy-drinking introduction to Shiraz from Western Australia's Great Southern region, the 2010 Omrah offers gentle cherry and cedar notes accented by hints of chocolate and roasted meat. It's medium to full bodied, with a round, supple mouthfeel that ends in a wash of softly dusty tannins.",Omrah,90,20,Western Australia,,Plantagenet 2010 Omrah Shiraz (Western Australia),Shiraz,Plantagenet,-34.6231932,117.6620669
2608,US,"Though labeled simply Columbia Valley, this is a classic example of Wahluke Slope Syrah. Well-integrated layers of citrus, berry, roasted coffee beans, vanilla cookie and Graham cracker combine into a most accessible, yet complex wine. It's ready to drink, and should be consumed over the next 3–4 years.",,90,17,Columbia Valley (WA),Columbia Valley,Barnard Griffin 2011 Syrah (Columbia Valley (WA)),Syrah,Barnard Griffin,46.2547276,-119.2989596
2609,US,"Thick, heavy, potent and mouth-coating, this is a liquorous, almost syrupy wine, sure to please those who like big fruit, big tannins, and big barrel flavors. Chocolate, espresso, tar and bourbon barrel flavors dominate, in keeping with the house style.",Bacchus Vineyard,90,28,Columbia Valley (WA),Columbia Valley,Barrister 2009 Bacchus Vineyard Syrah (Columbia Valley (WA)),Syrah,Barrister,47.6552583,-117.4303608
2631,Australia,"A drink-now style of warming Shiraz, with plenty of weight and richness, soft tannins and flavors that artfully combine sour plum, cracked pepper, rare beef and chocolate. Drink it over the next few years.",Usual Suspects,90,20,McLaren Vale,,Hesketh 2008 Usual Suspects Shiraz (McLaren Vale),Shiraz,Hesketh,-34.922012,138.6260381
2644,US,"All black cherry and blueberry jam, this South Coast Syrah is fruity and spicy, full and fleshy with pepper and cinnamon spice and a teaspoon of black tea playfully showing through. Consistent throughout, a wine that's easy to like and complex at the same time. It spent close to two years in French oak, 30% of it new.",Vista Del Monte Vineyard,89,44,Temecula Valley,South Coast,Leonesse Cellars 2008 Vista Del Monte Vineyard Syrah (Temecula Valley),Syrah,Leonesse Cellars,33.5220983,-117.018857
2650,US,"Spicy and bright, with an almost-too-ripe note to the fruit. Sweet ripe berries are joined by hints of sweet tomato and fecund, autumnal flavors, suggesting that this Syrah should be consumed sooner rather than later.",Ex Umbris,89,24,Columbia Valley (WA),Columbia Valley,Owen Roe 2009 Ex Umbris Syrah (Columbia Valley (WA)),Syrah,Owen Roe,46.5191572,-120.4461433
2807,US,"This unusual wine offers aromas of nori, dried flowers, bittersweet chocolate and cherry cola. It's full flavored with a lightly tacky feel.",Wallula Vineyard,87,60,Horse Heaven Hills,Columbia Valley,Boudreaux Cellars 2011 Wallula Vineyard Syrah (Horse Heaven Hills),Syrah,Boudreaux Cellars,47.554295,-120.7750902
2923,US,"A little too dry and tannic, with earthy flavors of tobacco, sage, pepper and dried leather, which only partially relieve the modest blackberries and black currants. Way too astringent all the way through.",Lily Hill Estate,84,40,Dry Creek Valley,Sonoma,Bella 2007 Lily Hill Estate Syrah (Dry Creek Valley),Syrah,Bella,41.0234571,-80.5274537
2941,US,"This is a simple, light take on Syrah, with a little bit of black pepper, a hint of underbrush, but none of the texture and detail of pricier Washington bottles. It's a light, pleasant red, fine for pizza night.",,84,13,Columbia Valley (WA),Columbia Valley,Chateau Ste. Michelle 2006 Syrah (Columbia Valley (WA)),Syrah,Chateau Ste. Michelle,47.7298044,-122.1493133
2981,Australia,"You've got to like oak to appreciate this wine, which is presently dominated by scents of vanilla, mocha and toasted coconut. It's full bodied and velvety in texture, with hints of black cherry lurking in the background.",Special Select,91,50,Coonawarra,,Penley Estate 2012 Special Select Shiraz (Coonawarra),Shiraz,Penley Estate,-37.277994,140.854686
2982,Australia,"Mouthfilling and round, this wine's savory notes of roasted meat, mocha and cracked pepper frame plummy fruit. Vanilla creeps in on the long, supple finish. Drink now through 2025.",Hyland,91,20,Coonawarra,,Penley Estate 2013 Hyland Shiraz (Coonawarra),Shiraz,Penley Estate,-37.277994,140.854686
2993,Australia,"A solid value, the 2013 Pillar Box offers oodles of blackberry and plum fruit, framed by vanilla and accented by mocha. It's creamy-velvety in texture, with a rich long finish. Drink now through 2025.",Pillar Box,91,22,Padthaway,,Henry's Drive Vignerons 2013 Pillar Box Shiraz (Padthaway),Shiraz,Henry's Drive Vignerons,-34.9824138,138.7335753
3013,US,"This is pure single-vineyard Syrah, dark and tasting of cassis and blackberry, with a slightly briny, oyster-shell undercurrent. As it breathes, it displays a cured meat flavor, with a lively, citrusy finish accented by espresso.",Les Collines Vineyard,92,34,Walla Walla Valley (WA),Columbia Valley,Amavi 2010 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Amavi,46.0161505,-118.3837849
3035,US,"This wine offers perfumed aromas of clove, blue fruit, orange peel, toast and wild flowers. The flavors show restraint, with fruit and barrel flavors lingering on the finish.",Falcon Series Estate,88,25,Yakima Valley,Columbia Valley,Kestrel 2012 Falcon Series Estate Syrah (Yakima Valley),Syrah,Kestrel,46.2192303,-119.7277929
3067,US,"Awesome. A superior California Syrah, one of the finest of the vintage. Although it's dry, it's massive in blackberry and blueberry pie filling fruit, with interesting complexities of smoked meats, black pepper, minerals from the earth, cola and sandalwood. Just delicious now, and should hold in the bottle over the next six years.",Kobler Family Vineyard,94,45,Green Valley,Sonoma,Pax 2007 Kobler Family Vineyard Syrah (Green Valley),Syrah,Pax,38.403849,-122.8214796
3070,US,"A super-structured, incredibly textured Syrah from the Sierra Foothills, this is Bill Easton's best of the best lots, aptly named Ascent, that he puts out every year to showcase his deft handling of age-worthy Syrah. This one will continue to develop its earthy, dusty, bacon fat and cigar box qualities over time. A truly beautiful bottle of wine.",Ascent,94,80,Sierra Foothills,Sierra Foothills,Domaine de la Terre Rouge 2008 Ascent Syrah (Sierra Foothills),Syrah,Domaine de la Terre Rouge,38.5203975,-120.8238467
3099,Australia,"From a cooler region than its Bin 28 stablemate, Penfolds' 2007 Bin 128 is a medium-bodied Shiraz that features touches of peppery spice, raspberry-cherry fruit and a darker edge of chocolate and coffee. The tannins are supple without being soft, giving this a drinking window that should extend through 2017 or so.",Bin 128,88,26,Coonawarra,,Penfolds 2007 Bin 128 Shiraz (Coonawarra),Shiraz,Penfolds,-34.920878,138.679919
3141,US,"This is spicy and varietally specific, with sharp, tight, bright red berry flavors and a peppery finish. Made in a forward, fruit-powered style, it should be enjoyed while the youthful exuberance is there in full bloom. In   the very back of the finish are hints of smoked meat.",,89,28,Columbia Valley (WA),Columbia Valley,Tamarack Cellars 2005 Syrah (Columbia Valley (WA)),Syrah,Tamarack Cellars,46.0913232,-118.2721807
3212,US,"Though not indicated on the label, once again the Morrison Lane vineyard—the oldest Syrah planting in Walla Walla—is the source of the fruit. The wine is peppery and tannic, with cherry fruit and dried herbal accents. There's a whiff of toast in the finish.",,88,32,Walla Walla Valley (WA),Columbia Valley,Bunchgrass 2009 Syrah (Walla Walla Valley (WA)),Syrah,Bunchgrass,46.0631639,-118.4169883
3258,US,"This is an aromatically brooding wine with notes of herbs, pepper and brown spices. It drinks quite sweet with a lightly chalky feel.",Minnick Hills Vineyard,86,30,Walla Walla Valley (WA),Columbia Valley,Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Lagana,46.0673344,-118.3396627
3285,US,"This 2005 Syrah from Morrison Lane seems a bit lackluster compared with previous efforts. This is smoky and tight, a tannic wine with flavors of lead pencil, green tea and earth. But the fruit is quite light, tart, and does not seem to sync up with the heaviness of the tannins.",,87,32,Walla Walla Valley (WA),Columbia Valley,Morrison Lane 2005 Syrah (Walla Walla Valley (WA)),Syrah,Morrison Lane,46.0654416,-118.3419489
3288,Australia,"Smoky, cedary notes nicely complement the blueberry fruit in this McLaren Vale Shiraz. It's pretty full on the palate, with a slightly syrupy texture that extends the flavors through a mouthwatering finish. Drink now-2012.",Uncut,87,24,McLaren Vale,,Gemtree 2006 Uncut Shiraz (McLaren Vale),Shiraz,Gemtree,-35.1999486,138.6187767
3289,US,"This is 100% Syrah from an excellent vineyard. It's chewy and even a bit salty in the mouth, with a mix of bell pepper and black pepper over streaks of berry and cassis. Most of the flavor is front-loaded, and the wine fades away into an earthy, fairly tannic finish.",Spofford Station Vineyard,87,35,Walla Walla Valley (WA),Columbia Valley,Adamant Cellars 2006 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Adamant Cellars,46.087168,-118.2713439
3375,US,"Coming from one of the state's most esteemed Syrah vineyards, this wine wins over fans by its brains rather than its brawn. High-toned aromas of dried herbs mix with notes of raspberry, blue fruit and iron. The flavors are fresh and layered, bringing a sense of vibrancy and deliciousness.",Arnaut Boushey Vineyard,92,50,Yakima Valley,Columbia Valley,Avennia 2014 Arnaut Boushey Vineyard Syrah (Yakima Valley),Syrah,Avennia,47.7677841,-122.1554698
3379,US,"Though labeled as a Syrah, this drinks more like a GSM, with 11% Mourvèdre, 5% Grenache and 2% Viognier contributing prominently to the blend. Aromas of cocoa, orange peel, coffee grounds, raspberry and dark fruit are followed by full-bodied fruit and barrel flavors.",,92,35,Columbia Valley (WA),Columbia Valley,Cadaretta 2013 Syrah (Columbia Valley (WA)),Syrah,Cadaretta,45.9302896,-118.4211302
3417,US,"Balsamic aromas and strong pruney flavors combine for a heavy-handed taste in this full-bodied wine. It seems to be well-aged already, so drink it soon if you like this style.",England-Shaw Vienyard,83,24,Solano County,North Coast,Pat Paulsen Vineyards 2013 England-Shaw Vienyard Syrah (Solano County),Syrah,Pat Paulsen Vineyards,37.6646371,-121.7310154
3423,US,"This wine also contains 25% Zinfandel and is wildly savage in herb, baked plum jam, tobacco and a strong arm of oak. Midpalate, it takes on more savory peppercorn and herb over fruit, finishing mildly.",Grist Vineyard,86,32,Dry Creek Valley,Sonoma,Bradford Mountain 2012 Grist Vineyard Syrah (Dry Creek Valley),Syrah,Bradford Mountain,38.494092,-122.858225
